XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
CodeBarre;OBAGB001-EVS00-071; O bag summer '19;7; scocca O bag eva;OBAGB001;EVS00;071;roccia;rock;
CodeBarre;OBAGB001-EVS00-371; O bag summer '19;7; scocca O bag eva;OBAGB001;EVS00;371;latte;milk;
CodeBarre;OBAGB001-EVS00-588; O bag summer '19;7; scocca O bag eva;OBAGB001;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB001-EVS00-589; O bag summer '19;7; scocca O bag eva;OBAGB001;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB001-EVS00-602; O bag summer '19;7; scocca O bag eva;OBAGB001;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB001-EVS00-078; O bag summer '19;7; scocca O bag eva;OBAGB001;EVS00;078;sabbia;sand;
CodeBarre;OBAGB001-EVS55-125; O bag summer '19;8; scocca O bag eva;OBAGB001;EVS55;125;multicolor;multicolour;
CodeBarre;OBAGB054-EVS00-017; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB054-EVS00-119; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB054-EVS00-026; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB054-EVS00-347; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;347;cedro;citrus;
CodeBarre;OBAGB054-EVS00-088; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB054-EVS00-371; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;371;latte;milk;
CodeBarre;OBAGB054-EVS00-486; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;486;pink;pink;
CodeBarre;OBAGB054-EVS00-587; O bag summer '19;9; scocca O bag tulip eva;OBAGB054;EVS00;587;celery green;celery green;
CodeBarre;OBAGB002-EVS00-026; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB002-EVS00-048; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;048;mattone;brick;
CodeBarre;OBAGB002-EVS00-075; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;075;rosa smoke;smoke pink;
CodeBarre;OBAGB002-EVS00-158; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;158;vulcano;volcano;
CodeBarre;OBAGB002-EVS00-088; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB002-EVS00-224; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB002-EVS00-119; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB002-EVS00-347; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;347;cedro;citrus;
CodeBarre;OBAGB002-EVS00-589; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB002-EVS00-422; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;422;sangria;sangria;
CodeBarre;OBAGB002-EVS00-485; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;485;atlantic;atlantic;
CodeBarre;OBAGB002-EVS00-602; O bag summer '19;10; scocca O bag mini eva;OBAGB002;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB002-EVS00-371; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;371;latte;milk;
CodeBarre;OBAGB002-EVS00-486; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;486;pink;pink;
CodeBarre;OBAGB002-EVS00-587; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;587;celery green;celery green;
CodeBarre;OBAGB002-EVS00-588; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB002-EVS00-017; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB002-EVS00-055; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;055;nero;black;
CodeBarre;OBAGB002-EVS00-071; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;071;roccia;rock;
CodeBarre;OBAGB002-EVS00-078; O bag summer '19;11; scocca O bag mini eva;OBAGB002;EVS00;078;sabbia;sand;
CodeBarre;OBAGB016-EVS00-017; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB016-EVS00-055; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;055;nero;black;
CodeBarre;OBAGB016-EVS00-026; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB016-EVS00-071; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;071;roccia;rock;
CodeBarre;OBAGB016-EVS00-048; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;048;mattone;brick;
CodeBarre;OBAGB016-EVS00-075; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;075;rosa smoke;smoke pink;
CodeBarre;OBAGB016-EVS00-078; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;078;sabbia;sand;
CodeBarre;OBAGB016-EVS00-347; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;347;cedro;citrus;
CodeBarre;OBAGB016-EVS00-088; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB016-EVS00-371; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;371;latte;milk;
CodeBarre;OBAGB016-EVS00-119; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB016-EVS00-422; O bag summer '19;12; scocca O moon eva;OBAGB016;EVS00;422;sangria;sangria;
CodeBarre;OBAGB016-EVS00-479; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;479;skyway;skyway;
CodeBarre;OBAGB016-EVS00-486; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;486;pink;pink;
CodeBarre;OBAGB016-EVS00-484; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;484;coral;coral;
CodeBarre;OBAGB016-EVS00-589; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB016-EVS00-485; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;485;atlantic;atlantic;
CodeBarre;OBAGB016-EVS00-602; O bag summer '19;13; scocca O moon eva;OBAGB016;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB033-EVS00-119; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB033-EVS00-371; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;371;latte;milk;
CodeBarre;OBAGB033-EVS00-224; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB033-EVS00-422; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;422;sangria;sangria;
CodeBarre;OBAGB033-EVS00-347; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;347;cedro;citrus;
CodeBarre;OBAGB033-EVS00-486; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;486;pink;pink;
CodeBarre;OBAGB033-EVS00-017; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB033-EVS00-055; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;055;nero;black;
CodeBarre;OBAGB033-EVS00-026; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB033-EVS00-075; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;075;rosa smoke;smoke pink;
CodeBarre;OBAGB033-EVS00-048; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;048;mattone;brick;
CodeBarre;OBAGB033-EVS00-078; O bag summer '19;14; scocca O bag urban eva;OBAGB033;EVS00;078;sabbia;sand;
CodeBarre;OBAGB033-EVS00-588; O bag summer '19;15; scocca O bag urban eva;OBAGB033;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB033-EVS00-088; O bag summer '19;15; scocca O bag urban eva;OBAGB033;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB033-EVS00-589; O bag summer '19;15; scocca O bag urban eva;OBAGB033;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB033-EVS00-602; O bag summer '19;15; scocca O bag urban eva;OBAGB033;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB057-EVS56-026; O bag summer '19;16; scocca O bag urban mini eva;OBAGB057;EVS56;026;cobalto;cobalt;
CodeBarre;OBAGB057-EVS56-347; O bag summer '19;16; scocca O bag urban mini eva;OBAGB057;EVS56;347;cedro;citrus;
CodeBarre;OBAGB057-EVS56-088; O bag summer '19;16; scocca O bag urban mini eva;OBAGB057;EVS56;088;turchese;turquoise;
CodeBarre;OBAGB057-EVS56-371; O bag summer '19;16; scocca O bag urban mini eva;OBAGB057;EVS56;371;latte;milk;
CodeBarre;OBAGB057-EVS56-119; O bag summer '19;16; scocca O bag urban mini eva;OBAGB057;EVS56;119;fragola;strawberry;
CodeBarre;OBAGB057-EVS56-486; O bag summer '19;16; scocca O bag urban mini eva;OBAGB057;EVS56;486;pink;pink;
CodeBarre;OBAGB012-EVS03-017; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;017;blu navy;navy blue;
CodeBarre;OBAGB012-EVS03-078; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;078;sabbia;sand;
CodeBarre;OBAGB012-EVS03-026; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;026;cobalto;cobalt;
CodeBarre;OBAGB012-EVS03-088; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;088;turchese;turquoise;
CodeBarre;OBAGB012-EVS03-055; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;055;nero;black;
CodeBarre;OBAGB012-EVS03-119; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;119;fragola;strawberry;
CodeBarre;OBAGB012-EVS03-347; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;347;cedro;citrus;
CodeBarre;OBAGB012-EVS03-484; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;484;coral;coral;
CodeBarre;OBAGB012-EVS03-371; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;371;latte;milk;
CodeBarre;OBAGB012-EVS03-485; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;485;atlantic;atlantic;
CodeBarre;OBAGB012-EVS03-422; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;422;sangria;sangria;
CodeBarre;OBAGB012-EVS03-486; O bag summer '19;17; scocca O bag beach eva;OBAGB012;EVS03;486;pink;pink;
CodeBarre;OBAGB018-EVS03-001; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;001;acqua;aqua;
CodeBarre;OBAGB018-EVS03-055; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;055;nero;black;
CodeBarre;OBAGB018-EVS03-017; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;017;blu navy;navy blue;
CodeBarre;OBAGB018-EVS03-078; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;078;sabbia;sand;
CodeBarre;OBAGB018-EVS03-026; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;026;cobalto;cobalt;
CodeBarre;OBAGB018-EVS03-088; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;088;turchese;turquoise;
CodeBarre;OBAGB018-EVS03-119; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;119;fragola;strawberry;
CodeBarre;OBAGB018-EVS03-371; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;371;latte;milk;
CodeBarre;OBAGB018-EVS03-137; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;137;bluette;bluette;
CodeBarre;OBAGB018-EVS03-422; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;422;sangria;sangria;
CodeBarre;OBAGB018-EVS03-347; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;347;cedro;citrus;
CodeBarre;OBAGB018-EVS03-479; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;479;skyway;skyway;
CodeBarre;OBAGB018-EVS03-484; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;484;coral;coral;
CodeBarre;OBAGB018-EVS03-485; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;485;atlantic;atlantic;
CodeBarre;OBAGB018-EVS03-486; O bag summer '19;18; scocca O bag beach mini;OBAGB018;EVS03;486;pink;pink;
CodeBarre;OBAGB021-EVS03-017; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;017;blu navy;navy blue;
CodeBarre;OBAGB021-EVS03-078; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;078;sabbia;sand;
CodeBarre;OBAGB021-EVS03-026; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;026;cobalto;cobalt;
CodeBarre;OBAGB021-EVS03-088; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;088;turchese;turquoise;
CodeBarre;OBAGB021-EVS03-055; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;055;nero;black;
CodeBarre;OBAGB021-EVS03-119; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;119;fragola;strawberry;
CodeBarre;OBAGB021-EVS03-137; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;137;bluette;bluette;
CodeBarre;OBAGB021-EVS03-422; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;422;sangria;sangria;
CodeBarre;OBAGB021-EVS03-347; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;347;cedro;citrus;
CodeBarre;OBAGB021-EVS03-431; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;431;amarillo;amarillo;
CodeBarre;OBAGB021-EVS03-371; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;371;latte;milk;
CodeBarre;OBAGB021-EVS03-484; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;484;coral;coral;
CodeBarre;OBAGB021-EVS03-485; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;485;atlantic;atlantic;
CodeBarre;OBAGB021-EVS03-486; O bag summer '19;19; scocca O swing eva;OBAGB021;EVS03;486;pink;pink;
CodeBarre;OBAGB034-EVS00-017; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB034-EVS00-055; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;055;nero;black;
CodeBarre;OBAGB034-EVS00-026; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB034-EVS00-071; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;071;roccia;rock;
CodeBarre;OBAGB034-EVS00-048; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;048;mattone;brick;
CodeBarre;OBAGB034-EVS00-075; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;075;rosa smoke;smoke pink;
CodeBarre;OBAGB034-EVS00-078; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;078;sabbia;sand;
CodeBarre;OBAGB034-EVS00-371; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;371;latte;milk;
CodeBarre;OBAGB034-EVS00-119; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB034-EVS00-486; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;486;pink;pink;
CodeBarre;OBAGB034-EVS00-224; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB034-EVS00-588; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB034-EVS00-602; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB034-EVS00-589; O bag summer '19;20; scocca O bag glam eva;OBAGB034;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB037-EVS00-371; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;371;latte;milk;
CodeBarre;OBAGB037-EVS00-587; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;587;celery green;celery green;
CodeBarre;OBAGB037-EVS00-422; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;422;sangria;sangria;
CodeBarre;OBAGB037-EVS00-486; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;486;pink;pink;
CodeBarre;OBAGB037-EVS00-017; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB037-EVS00-088; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB037-EVS00-026; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB037-EVS00-119; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB037-EVS00-055; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;055;nero;black;
CodeBarre;OBAGB037-EVS00-347; O bag summer '19;21; scocca O bag twist eva;OBAGB037;EVS00;347;cedro;citrus;
CodeBarre;OBAGB038-EVS00-017; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB038-EVS00-088; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB038-EVS00-026; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB038-EVS00-119; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB038-EVS00-055; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;055;nero;black;
CodeBarre;OBAGB038-EVS00-347; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;347;cedro;citrus;
CodeBarre;OBAGB038-EVS00-371; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;371;latte;milk;
CodeBarre;OBAGB038-EVS00-422; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;422;sangria;sangria;
CodeBarre;OBAGB038-EVS00-486; O bag summer '19;22; scocca O bag sand eva;OBAGB038;EVS00;486;pink;pink;
CodeBarre;OBAGB046-EVS00-017; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB046-EVS00-055; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;055;nero;black;
CodeBarre;OBAGB046-EVS00-026; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB046-EVS00-078; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;078;sabbia;sand;
CodeBarre;OBAGB046-EVS00-048; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;048;mattone;brick;
CodeBarre;OBAGB046-EVS00-224; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB046-EVS00-371; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;371;latte;milk;
CodeBarre;OBAGB046-EVS00-088; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB046-EVS00-588; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB046-EVS00-589; O bag summer '19;23; scocca O bag reverse eva;OBAGB046;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB047-EVS00-017; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB047-EVS00-055; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;055;nero;black;
CodeBarre;OBAGB047-EVS00-026; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB047-EVS00-088; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB047-EVS00-048; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;048;mattone;brick;
CodeBarre;OBAGB047-EVS00-224; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB047-EVS00-371; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;371;latte;milk;
CodeBarre;OBAGB047-EVS00-602; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB047-EVS00-588; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB047-EVS00-589; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB048-EVS00-017; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB048-EVS00-088; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB048-EVS00-026; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB048-EVS00-371; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;371;latte;milk;
CodeBarre;OBAGB048-EVS00-055; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;055;nero;black;
CodeBarre;OBAGB048-EVS00-422; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;422;sangria;sangria;
CodeBarre;OBAGB048-EVS00-587; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;587;celery green;celery green;
CodeBarre;OBAGB048-EVS00-588; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB206-EVS00-048; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;048;mattone;brick;
CodeBarre;OBAGB206-EVS00-026; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB206-EVS00-038; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;038;grafite;graphite;
CodeBarre;OBAGB206-EVS00-075; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;075;rosa smoke;smoke pink;
CodeBarre;OBAGB206-EVS00-158; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;158;vulcano;volcano;
CodeBarre;OBAGB206-EVS00-224; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB206-EVS00-119; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;119;fragola;strawberry;
CodeBarre;OBAGB206-EVS00-347; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;347;cedro;citrus;
CodeBarre;OBAGB206-EVS00-485; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;485;atlantic;atlantic;
CodeBarre;OBAGB206-EVS00-486; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;486;pink;pink;
CodeBarre;OBAGB206-EVS00-587; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;587;celery green;celery green;
CodeBarre;OBAGB206-EVS00-588; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB206-EVS00-017; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB206-EVS00-055; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;055;nero;black;
CodeBarre;OBAGB206-EVS00-071; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;071;roccia;rock;
CodeBarre;OBAGB206-EVS00-078; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;078;sabbia;sand;
CodeBarre;OBAGB206-EVS00-371; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;371;latte;milk;
CodeBarre;OBAGB206-EVS00-422; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;422;sangria;sangria;
CodeBarre;OBAGB206-EVS00-484; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;484;coral;coral;
CodeBarre;OBAGB206-EVS00-589; O bag summer '19;27; scocca sotto O pocket eva;OBAGB206;EVS00;589;lily grey;lily grey;
